1	Multa mihi legenda misisti, Consenti frater carissime, multa mihi legenda misisti. quibus rescripta dum praeparo et aliis atque aliis magis urgentibus occupationibus distrahor, emensus est annus atque in eas me detrusit angustias, ut quomodocumque rescriberem, ne arridente iam tempore nauigandi perlatorem remeare cupientem diutius detinerem. itaque omnibus, quae mihi Leonas dei famulus abs te adtulit, et mox ut ea sumpsi et postea cum haec dictare iam uellem euolutis atque perlectis et quanta potui consideratione perpensis ualde sum tuo delectatus eloquio et sanctarum memoria scripturarum ingeniique sollertia et dolore, quo neglegentes catholicos mordes, et 2 Sci Augustini contra mendacium liber 1 fol . 96h R Item liber beati Augustini aduersus Consentium contra mendacium fol. 43 T Contra mendacium fol. 95* M Titulo uacuum spatium rel. in qp Contra Consentium fol. 51* Ch Codex 0 ab initio mutilus Incipit contra mendacium ad Consentiam fol. 124- P Incipit liber sci Augustini ad Consentium contra mendacium fol. 70b P Incipit liber aci Augustini contra mendacium ad Consentium fol. 67 L Aurelii Augustini doctoris contra mendatium liber incipit ad Consentium fol . 254 p Augustinus de mendacio ad Consentium fol. 43b V Incipit eiusdem ad Consentiam contra mendatium fol . 13h 1 3 multis ChFL micbi LfC karissime BC 4 multa-misisti om. TChFLPVcpy rescripta dum] rescriptum V 5 atquae cp magis om. V urgnentibus Ofepy surgentibus FLW distraho. remensns CR 6 atque emensus V est om. V atque om. V eas- Ch detrusit me y construsit Ji LP construxit RTCh 8 latorem VW detinere MRC 10 sum.si T post y cum] qa4 V haec] ea R euolutis (i ex a) T 11 potu V sum tuo] sumptuoso V stip tuo cp 12 dilectatus TCh de.lectatus cp delectatus eum V 13 dolore uel liuore V neclegentes y zelo, quo aduersus etiam latentes haereticos frendes. sed non mihi persuadetur eos de latebris suis nostris esse mendaciis eruendos. ut quid enim eos tanta cura uestigare atque indagare conamur, nisi ut captos in apertumque productos aut etiam ipsos ueritatem doceamus aut certe ueritate conuictos nocere aliis non sinamus? ad hoc ergo, ut eorum mendacium deleatur siue caueatur, dei autem ueritas augeatur. quomodo igitur mendacio mendacia recte potero persequi? an et latrocinio latrocinia et sacrilegio sacrilegia et adulterio sunt adulteria persequenda? si autem ueritas dei in meo mendacio abundabit, numquidnam et nos dicturi sumus: faciamus mala, ut ueniant bona? quod uides quemadmodum detestetur apostolus. quid est enim aliud \'mentiamur, ut haereticos mendaces ad ueritatem adducamus\', nisi : faciamus mala. ut ueniant bona? an aliquando bonum est mendacium uel aliquando mendacium non est malum? cur ergo scriptum est: odisti, domine, omnes, qui operantur iniquitatem; perdes omnes qui loquuntur mendacium? non enim aliquos excepit aut indefinite dixit (perdes loquentes mendacium\', ut quosdam, non omnes intellegi sineret, sed uniuersalem sententiam protulit dicens: perdes omnes qui 10 Rom. 8, 7. 8 17 Ps. 5, 6. 7 1 quod p etiam om. V frendea. led] frendisset TCh1 2 eoa om. V eruendos mendaciis f mendatiia BlP* mendatiia se p 3 seruandos TCh tanta cura eos FL inuestigare (in 8. I) RxFL V atquae 11 aмque Ch 4 ut nisi Y captus TCh productus Ch 5 conuictus Ch conuinctos C 6 aliis] illis P ad] ob T1 ab PCĂ . at R ergo om. W 7 autem om. Y igitur om . 7 8 mendatia mendatio 7 mendatio (semper fere t) Rn mendacium V mendacia om. V rectg R persequi (i 8. ras.) Ch 9 sacrilegia om. s1 adulteria sunt p adulteria om. V 11 et habundabit TCh habnndabit iZYr habundauit B3 habundauerit V numquidnam et] numquin nanet Ch numquidnfin T numquid Y 12 queinammodum cp quomodo L detestatur V 13 apostulus M 15 uel aliquando mendacium om. » 16 quur TC 17 domino om. FL 18 perdes (des 8. I. nt. ree.) Ch locuntnr (semper fere c) !{\'RTYx( mendatium (semper fere t) P 19 indifinite T indefinite (init . in s. 1.) R 20 siniret Ch 21 dicens om. FL loquuntur mendacium. an quia non dictum est: perdes omnes qui loquuntur omne mendacium uel qui loquuntur quodcumque mendacium, ideo putandum est locum alicui relaxatum esse mendacio? ut scilicet sit aliquod mendacium, quod qui loquuntur non eos deus perdat, sed eos omnes perdat, qui loquuntur iniustum mendacium, non quodcumque mendacium, quia inuenitur et iustum, quod utique laudis debet esse, non criminis? 
2	 Nonne cernis, quantum adiuuet haec disputatio eos ipsos, quos pro magna uenatione mendaciis nostris capere molimur? Priscillianistarum est enim, sicut ipse monstrasti, ista sententia: cui comprobandae adhibent testimonia de scripturis exhortantes suos ad mentiendum tamquam exemplis patriarcharum, prophetarum, apostolorum, angelorum, non dubitantes addere etiam ipsum dominum Christum nec se aliter arbitrantes ueracem suam ostendere falsitatem, nisi ueritatem dicant esse mendacem. redarguenda sunt ista, non imitanda; nec in eo malo debemus Priscillianistarum esse participes, in quo ceteris haereticis conuincuntur esse peiores. ipsi enim soli uel certe maxime ipsi reperiuntur ad occultandam suam quam putant ueritatem dogmatizare mendacium atque hoc tam magnum malum ideo iustum existimare, quia 1 an quia] in qua V 2 omne-loquuntur om. V omne] iniustum FL quocumque TCh quodcunque L quodcumquae o 3 ideoque V esse relaxatum 7 4 scilicet sit] licet sit (in mg. m. 2) V 5 loquntur T perdat om. FL 6 non] si p1 non-mendacium om. W quodcunque (n semper) L 7 iniustum ilfCTP?1 debet ex habet Ch non] in T 9 cernitis tp 10 uen?ratione y 11 molimor Ch priscilianistarura OkTlcp priscillanistarum p1 12 ista] ipsa FL conprobandae 9 probande V probandae T cllprobandae P testimonium FL 18 eiortantes TJrpp exhortantes (t s. I) R om. V ad mentiendum suos V 15 etiam addere V dum ipsum dum xpm C 16 alter Ch autem β 18 imitenda Chl esse priscillianistarum V priscianistarum 91 priscilianistarum Oh\'f\'2T 19 nonuincuntur cpt 20 enim s. l. Ch ipsi maxime certe V repperiuntur T 21 dogmatizarem M dogmanizare T 22 estimere V , dicunt in corde retinendum esse, quod uerum est, ore autem ad alienos proferre falsum nullum esse peccatum et hoc esse scriptum: qui loquitur ueritatem in corde suo; tamquam hoc satis sit ad iustitiam, etiamsi loquatur quisque in ore mendacium, quando non proximus, sed alienus hoc audit. propterea etiam putant apostolum Paulum, cum dixisset: deponentes mendacium loquimini ueritatem, statim addidisse: unusquisque cum proximo suo, quia sumus inuicem membra, ut uidelicet cum eis, qui nobis in societate ueritatis proximi non sunt neque, ut ita dicam, commembres nostri sunt, loqui liceat oporteatque mendacium. 
3	Quae sententia sanctos martyres exhonorat, immo uero aufert sancta omnino martyria. iustius enim sapientiusque facerent secundum istos, si persecutoribus suis non se confiterentur esse christianos nec eos sua confessione facerent homicidas, sed potius mentiendo et negando quod erant, et ipsi saluum haberent carnis commodum cordisque propositum et illos conceptum animo scelus inplere non sinerent. non enim proximi eorum erant in fide christiana, ut cum eis deberent loqui ueritatem in ore suo, quam loquebantur in corde suo, sed ipsius ueritatis insuper inimici. si enim Iehu, quem sibi inter ceteros ad exemplum mentiendi prudenter uidentur intueri, seruum Bahalis se esse mentitus est, ut 3 Ps. 14, 2 6 Eph. 4, 25 21 cf. IV Eeg. cap. 10 1 quo Ch orę Ch 2 falsum post esse Ch falsum esse nullum C hoc om. Ch 4 oc C etiamsi] si V 5 alienos ChT1 6 proptere* hoc cp putant etiam bd 8 addidisse (di alt. 8. I.) R quia] quoniam 7 9 menbra T 10 ueritas T1 ueritatis (tis 8. I.) Ch coomembres R 12 sentia Ch sententia. R scorfl TCh martires ChV exonorat R inhonorat V uero] omnino V 13 omnino sancta \'r 14 persequtoribus V confiteretur RM 16 omicidas Tl set C 17 ipsum V commodum carnis g comodum o propositam ChT1 18 concepto R2 concepta ChTL animo.. Ch scelos ChT1 scaelus JB 19 ut om. TCh loqui eis ueritatem deberent f 20 hore C 21 inimici ueritatis ueritatem celarent V insuper om. V lehu] ieu MChRC1 iesu TF1 eum P ille FL hieu p iheu TF2 23 uidentor] noluerunt V baalis Vbd seruos eius occideret, quanto iustius secundum istorum per uersitatem tempore persecutionis seruos daemonum se mentirentur serui Christi, ne serui daemonum seruos occiderent Christi, et sacrificarent idolis, ne interficerentur homines, si sacrificauit ille Bahali, ut interficeret homines? quid enim eis obesset secundum egregiam doctrinam mendaciloquorum, si diaboli cultum mentirentur in corpore, quando dei cultus seruabatur in corde? sed non sic intellexerunt apostolum martyres ueri, martyres sancti. uiderunt quippe tenueruntque quod dictum est: corde creditur ad iustitiam, ore confessio fit ad salutem, et: in ore eorum non est inuentum en t U III mend acium, ac sic inreprehensibiles abierunt, ubi temptari a mendacibus ulterius non cauebunt, quia mendaces amplius in suis caelestibus coetibus uel alienos uel proximos non habebunt. illum uero Iehu mendacio inpio et sacrificio sacrilego occidendos inpios et sacrilegos inquirentem non imitarentur, nec si de illo qualis fuisset eadem scriptura tacuisset. cum uero scriptum sit eum rectum cor non habuisse cum deo, quid ei profuit, quod pro nonnulla oboedientia, quam de domo Achab omnino delenda pro cupiditate suae dominationis exhibuit, aliquantam mercedem transitoriam regni 10 Eom. 10, 10 11 Apoc. 14, 5 1 iustius] plus V 2 seruus TCh se—daemonum om. MRC si TCh se mentirentur om . W mentientur Ck 3 Cbristi-daemonum om. W seruus Ch domonum Ch occiderent (nt 8. I.) R 4 hidolis V 5 baali CVbd interflcere ChT1 interficerent W 6 mendacilocorum 11T mendacium V 7 diabuli M mentirent RM corpore] ore V 8 apostoli FL martyres ueri om. RMC 10 dictum] scriptum T$>d ore autem TCK1 12 bac R 13 ualebunt ex cauebunt cp quia (i 8. I.) tp mendacibus V 14 coelestibuB T cetibus L 15 proximus Ch Iehu] ieu RMTChPf iheu ff""2FL hieu p hiesum V iesu TT1 16 sacrilegio R occidendo T impius ChT1 17 imitati sunt V 18 tacuisse Ch tacuit V abuisse Tt 19 ei 8. l. R quod cfi W nonnulla (non 8. I.) M nulla R7 20 quod T demo Ch acab ChT1 cupiditato Ch 21 dominationes V exibuit p temporalis regni 7 temporalis accepit? ad sententiam potius ueridicam martyrum defendendam te, frater, exhortor, ut sis aduersus mendaces non mendacii doctor, sed ueritatis assertor. nam diligentius. obsecro, adtende, quod dico, ut inuenias quam sit cauendum. quod zelo quidem laudabili aduersus inpios, ut possint conprehendi et corrigi uel uitari, sed tamen incautius docendum putatur. 
4	 Mendaciorum genera multa sunt, quae quidem omnia uniuersaliter odisse debemus. nullum est enim mendacium, quod non sit contrarium ueritati. nam sicut lux et tenebrae, pietas et inpietas, iustitia et iniquitas, peccatum et recte factum, sanitas et inbecilitas, uita et mors, ita inter se sunt ueritas mendaciumque contraria. unde quanto amanus istam. tanto illud odisse debemus. uerumtamen sunt quaedam mendacia, quae credere nihil obsit, quamuis etiam tali mentiendi genere fallere uoluisse mentienti sit noxium, non credenti. tamquam si frater ille seruus dei Fronto in his, quae tibi indicauit — quod absit — aliqua mentiretur, sibi nocuisset profecto, non tibi, quamuis tu omnia credidisses sine tua iniquitate narranti, quoniam siue illa ita gesta sint sine non ita, non habent tamen aliquid, quod si quis crediderit ita esse gestum, etiamsi non ita sit gestum, regula ueritatis et doctrina salutis aeternae iudicetur esse culpandus. si autem hoc quisque mentiatur, quod si quis crediderit aduersus doctrinam Christi haereticus erit, tanto est nocentior mentiens, quanto 1 sentie Ch potius om. V ueraedicam TCh ueredicam P 2 defendam Ch deferendam V exortor T1 3 asertor V 4 adtende Ifl 5 laudabilia W impius Ch 7 putatur multa genera mendaciorum RMOWI 9 odisse] ostendisse V enim est V enim mendacium est β 10 ueritati contrarium V ueritatis C 11 rectum TCh 13 et mendacium V quando TCh 14 tanto ex toto m. 2 B uernntamen (n semper) L 15 nichil (semper ch) llr 16 mentiendi T 17 hiis β iis bd 18 non mentiretur V sibi om. TCh nocuisse TCh 19 tua TCh creddisses Ch 21 tamen] tale TCh ita crediderit V 22 etiamsi (si s. l.) M ut regula FL 23 interne V culpandus esse V 24 mentiatur] nuntiat V 25 hereticos Ch nocentior est 17 nOllcentior T miserior credens. uide ergo, quale sit, si aduersus doctrinam Christi mentiti fuerimus, quod quisquis crediderit interibit, ut inimicos eiusdem doctrinae capiamus, quos ad ueritatem, dum nos ab ea recedimus, adducamus, immo uero cum mendaces mentiendo capimus, mendacia peiora doceamus. aliud est enim quod dicunt, quando mentiuntur, aliud quando falluntur. nam cum haeresim suam docent, ea dicunt, in quibus falluntur; quando autem se dicunt sentire, quod non sentiunt, uel non sentire quod sentiunt, ea dicunt, in quibus mentiuntur. quod eis quisquis credit, etsi eos non inuenit, ipse non perit. a regula quippe catholica non recedit, qui haereticum catholica dogmata mendaciter profitentem catholicum credit. ac per hoc non est ei perniciosum, quia in hominis mente, de qua latente non potest iudicare, non in dei fallitur fide, quam debet insitam custodire. porro autem, quando haeresim suam docent, quisquis eis crediderit putando ueritatem, erit particeps ut erroris ita damnationis illorum. sic fit, ut, cum illi sua nefaria dogmata fabulantur, in quibus mortifero errore falluntur, tunc quisquis crediderit, pereat, nos autem quando catholica dogmata praedicamus, in quibus rectam fidem tenemus, tunc si crediderit, inueniatur quicumque perierat; quando uero, cum sint Priscillianistae, ut sua uenena non prodant, nostros se esse mentiuntur, quisquis nostrum eis credit etiam illis latentibus ipse catholicus 1 qualeg z> 3 doctrini W quod VMłp 4 adducimus V 5 docemua V 6 enim est V quo ChT1 dictum 3 mentitur RM 7 beresem TCh heresim JR-f 9 quod non sentiunt uel non sentire quod sentiunt ea dicunt sqq. MC 10 quisquis eis FL eius TCh 11 peribit V 12 catholicum dogma FL proferente P 13 hac T pernitiosum TVy 14 de om. V de qua latente non] de qualitate nemo C latent V late ne R 16 heresim TLf 17 error ista TiCh et damnationis bd dampnationis V illorum] eoram P sicj sit T 18 ut] aut (a a. I.) T in—falluntur om. TCh 19 errore mortifero Y 20 qui Chl 21 ei. cp crediderit ex dederit Ch inuenitnr FL quaecumque \'fit 22 priscilianistae M 23 non (del. assign.) f om. V nostris T 24 credit eis V credito B in illis R catholicus ipse T perseuerat; nos contra ut ad eorum perueniamus indaginem, si Priscillianistas nos esse mentimur, quia eorum tamquam nostra sumus dogmata laudaturi, quisquis ea crediderit, ant confirmabitur apud eos aut transferetur ad eos interim statim. quid autem hora superuentura pariat, utrum inde postea liberentur uera dicentibus nobis, qui decepti sunt fallentibus nobis, et utrum audire uelint docentem, quem sic experti sunt mentientem, quis nouerit certum? quia hoc esse ignoret incertum? ex quo colligitur perniciosius aut, ut mitius loquar, periculosius mentiri catholicos, ut haereticos capiant, quam mentiuntur haeretici, ut catholicos lateant, quoniam quisquis credit catholicis mentiendo temptantibus, aut efficitur aut confirmatur haereticus, quisquis autem credit haereticis mentiendo sese occultantibus, non desinit esse catholicus. quod ut fiat planius, aliqua exempli gratia proponamus et ex eis potissimum scriptis, quae mihi legenda misisti. 
5	Ecce constituamus ante oculos callidum exploratorem accedere ad eum, quem Priscillianistam esse praesenserit, et Dictinii episcopi uel cogniti uitam uel incogniti famam laudare mendaciter; est hoc tolerabilius adhuc, quia ille putatur fuisse catholicus atque ex illo errore correctus. deinde Priscillianum — hoc enim sequitur in arte mentiendi — uenerabiliter 19 Dictinii Libra 1 ad om. ChT1 ut indaginem (ut exp. m. 2) T ut indaginem Ch 2 mentitur R mentiamur LFy1 nostra TCh 3 eos V 4 apnt RT statim aut transferetur ad eos interim V interim] interitu P quit F 5 ora T 6 falsantibus V 7 uelint audire f dicentem T om. P quem- aic] qui FL 8 eese hoc TCh ignoret esse P 9 pernitiosius o 10 mentire TCh hereticos (e pro ae semper fere omnes eodd.) 11 catholicus R chatholicos T credit-autem om . \'P 13 hereticos ChT1 hereticos T mentiendos R mentiendo? φ 14 sese] esse R se V desi»nit T catholicos ChT1 15 panius Tl aliquo V aliqua (li s. l.) 9 proonamus V 16 scriptus Chl scriptQ V quem Jft misisti legenda y 17 exploratorem callidum V 18 quaem y priscilianistam M\'P 19 dictynii WRMCh dictuni V dictinii TPFLC 20 mendatiter TCh 21 errore-sequitur om. T priscilianum M 22 artem TCh commemoraturus est, hominem inpium et detestabilem et pro suis nefariis sceleribus criminibusque damnatum. in qua eius uenerabili commemoratione si forte ille, cui retia tenduntur huius modi, firmus Priscillianista non fuerat, hac eius praedicatione firmabitur. cum autem ad cetera explorantis sermo processerit et dicentis misereri se eorum, quos tantis errorum tenebris tenebrarum auctor inuoluerit, ut honorem animae suae et claritatem diuinae prosapiae non agnoscant, tum deinde Dictinii librum, cuius nomen est Libra, eo quod petractatis duodecim quaestionibus uelut unciis explicatur, tantis extulerit laudibus, ut talem Libram, qua horrendae blasphemiae continentur, multis librarum auri milibus pretiosiorem esse testetur, nempe haec astutia mentientis animam credentis interficit aut iam interfectam in eadem morte demergit ac deprimit. sed, inquies, postea liberabitur. quid? si non fiat, siue aliquo interueniente inpedimento, ne coepta conpleantur, siue obstinatione mentis haereticae rursus eadem negantis, etiamsi aliqua iam coeperat confiteri? praesertim quia, si cognouerit se ab alieno fuisse temptatum, eo ipso audacius illa, quae sentit, studebit occultare mendacio, quando id inculpate fieri multo certius didicerit etiam ipsius sui temptatoris exemplo. hoc quippe in homine, quod ueritatem tegendam 1 commemoratus FLV$hominum Ch 3 cQmemoratione Ch 4 huiua modi] qui usque modo (q et que add. m. 2) T uiusmodi Ch prescillianista T pristiliaxiista (c M) MCh 5 autem] hoc W ad] a ChT1 de C 6 processerit om. RMC misereris RP se om. RP quos] post TCh tanto P 7 actor V 8 diuinae om. P prosepiae RM prosapientia P agnoscunt ChT1 tunc TCh 9 dictynii WRTP dictuni V libraę <p pertractis W 10 uel* et T ueluti V uncis C unicus P unci#is T 11 librum 7 quo y 12 praetiosiorem Rf pretiosior T preciosior Ch 14 eandem r mortem Ry deprimit ac demergit p hac T 16 siue] aut Y cepta RChLy 17 in obstinatione T 18 aliquam MC ceperat TCh ceperant V praesertim om. V 19 alie non M alieno non C 20 illa] ea 7 sentitis TM id om. V 22 exemplo ante ipsiuo in bd exempla TCh2 quodj quoad V qui bd putat esse mentiendo, qua tandem fronte culpabimus et damnare audebimus, quod docemus? . 
6	Remanet igitur, ut, quod sentiunt Priscillianistae secundum haeresis suae nefariam falsitatem de deo, de anima. de corpore, de ceteris rebus, non dubitemus ueraci pietate damnare; quod autem sentiunt, ut ueritas occultetur, esse mentiendum, sit nobis et illis — quod absit — dogma commune. hoc tam magnum malum est, ut etiamsi conatus hic noster. quo eos per mendacium capere cupimus et mutare. ita prosperetur, ut eos capiamus atque mutemus, nullis lucris conpensentur haec damna, quibus et nos cum ipsis pro eorum correctione deprauamur. per hoc namque mendacium et nos erimus ex ea parte peruersi et ipsi semicorrecti, quandoquidem istuc, quod putant esse pro ueritate mentiendum, non in eis corrigimus, quia idem nos didicimus et docemus et fieri oportere praecipimus, ut ad eos emendandos peruenire possimus. quos tamen non emendamus, quibus mendum, quo uerum tegendum existimant, non auferimus, sed nos potius inmendamur, cum per tale mendum eos quaerimus nec inuenimus. quemadmodum eis conuersis credere ualeamus, quibus peruer sis mentiti sumus, ne forte, quod ut caperentur sunt passi. faciant capti, non solum quia facere consuerunt, sed quia et in nobis, ad quos ueniunt, hoc inueniunt. 1 mentiendum V quo Tl fronte tandem V 3 priscilianistae BM 4 nefarie V animo FL 5 et de ceteris bd 6 ut (s. I. m. 2) Chz 8 tam] tamen FL hic noster conatas P noster hic V 9 prosperatur FL 10 mutemus m. 2 pro sumus p 11 ipsis] illis Y illorum bd 12 correctiong Ch correptione* T correptione y deprauamus \'(q> nanque LV 13 illi pfcrf semicorecti 71 14 isto,ł ChFLTVfiytobd pro ueritate om . y ueritate* T 15 (Jiditimus c dicimus Vfob 17 mendum] mentiendum RTChfo mendacium FLY uero TCh 18 existimamus FL existimat M inmendamnr] inemendamur FL emmendamur P emendemus V 19 cum] dum Y talem TOll mendendum R mendacium FLVfa eos s. Z. 22 20 quemammodum <p 22 fatiant Ch que (e ex i) T consueuerunt bd 
7	 Et quod est miserabilius, etiam ipsi iam quasi nostri effecti, quemadmodum nobis credant, reperire non possunt. si enim suspicentur etiam ipsa catholica dogmata nos mendaciter loqui, ut nescio quid aliud occultemus, quod uerum putamus, certe talia suspicanti dicturus es: hoc tunc ideo feci, ut caperem te. sed quid respondebis dicenti: unde igitur scio, utrum etiam nunc id facias, ne capiaris a me? an uero cuiquam persuaderi potest hominem non mentiri, ne capiatur qui mentitur, ut capiat? uidesne, quo tendat hoc malum? ut scilicet non solum nos illis ipsique nobis, sed omnis frater omni fratri non inmerito uideatur esse suspectus. atque ita, dum per mendacium tenditur, ut doceatur fides, id agitur potius, ut nulli habenda sit fides. si enim et contra deum loquimur, cum mentimur, quid tantum mali poterit in ullo mendacio reperiri, quod tamquam scelestissimum omni modo deuitare debeamus? 
8	 Sed nunc aduerte, quam tolerabilius Priscillianistae in nostra comparatione mentiantur, quando ae fallaciter loqui sciunt, quos nostro mendacio liberandos putamus ab eis falsis, in quibus errando falluntur. Priscillianista dicit, quod anima sit pars dei et eiusdem cuius est ille naturae atque substantiae. magna haec est et detestanda blasphemia. sequitur enim, ut dei natura captiuetur, decipiatur, fallatur, conturbetur atque 1 est miserabilius est V mirabilius T ipsi om. FL quasi iam TCh 2 quemammodum RMrp a nobis FL credantur L repperire (semper pp) RT 3 suspicantur V ipsam catholicam dogmatam TCh ipsi LF 5 putemus TFL$l putamus Ch putent V talia] alia PFLTt suspicatis V est R es* y 6 feciunt R ut om. R ducenti P 7 scis T id om. FL ne] ut V om . T capiar V me] te V 8 persuadere V mentiri non V igmentiri T 9 quo tendat] contendat P 10 et omnia V 12 agi MCh$yl/ 13 nulli (i in ras.) R 14 cum mentimur] commentimur ChT1 in tillo] nullo P in om. FL nullo TCh illo y 15 repperiri M 16 debemus V 17 quod V priscilianistae (semper 1) M 18 se om. T 19 liberandus Ch 20 errendo R\' anuna V 21 sit om.. V est om. V 22 est ct detestanda hec V turpetur, damnetur atque crucietur. at si hoc et ille dicit, qui de tanto malo liberare cupit hominem per mendacium, uideamus, quid intersit inter utrumque blasphemum. plurimum inquis; nam hoc Priscillianista dicit ita etiam credens, catholicus autem non ita credens, quamuis ita loquens. ille ergo blasphemat nesciens, iste autem sciens; ille contra scientiam, iste contra conscientiam; ille habet caecitatem falsa sentiendi, sed in eis habet saltem uoluntatem uera dicendi; iste latens uidet uera et uolens loquitur falsa. sed ille, inquies, hoc docet, ut erroris sui faciat furorisque participes; iste autem hoc dicit, ut ab illo errore ac furore liberet homines. iam quidem supra ostendi, quantum et hoc noceat, quod creditur profuturum; uerum interim si appendamus in his duobus mala praesentia — quoniam futura bona, quae catholicus de corrigendo haeretico inquirit, incerta sunt — quis peccat grauius: utrum qui hominem decipit nesciens, an qui deum blasphemat sciens? profecto quid sit peius intellegit, qui homini deum sollicita pietate praeponit. huc accedit, quia. si blasphemandus est deus, ut ad eum laudandum homines adducamus, procul dubio non solum ad laudandum, uerum etiam ad blasphemandum deum exemplo et doctrina nostra homines inuitamus, quoniam quos ad dei laudes per dei blasphemias molimur adducere, utique si adduxerimus, non solum laudare discent, uerum etiam blasphemare. haec illis beneficia conferimus, quos non ignoranter, sed scienter 1 turpetur] turbetur T dominetur T ad MTCh hoc et ille] ille hoc V 2 quod T 3 uidiamus Ch utrunque L 4 ita ex ata cp catholicus—credens om. V 6 ille autem L 8 saltem habet β saltim MOnTI ueritatem <p. 9 et uera 7 ille om. y 10 docet ut] docetur ChT1 ęţ ut ip 11 errore illo y 12 hostendi P quantum] quam T oc ChT1 nocet V 13 ut in TCh is M 14 mala s. Z. R bona futura$bd 17 intellegi in ras. TCh 18 solita β proponit TChL β accedit om. V quia si] quasi P 19 si om. TV 21 ad] a ChT1 22 a ChT 23 blaphemas Ch mollimur 22 non] nos Ch 24 blaspemare My haec] nec V 25 ignoramus V sed] si V blasphemando ab haereticis liberamus. et cum apostolus homines tradiderit etiam ipsi satanae, ut discerent non blasphemare, nos conamur homines eruere satanae, ut discant non per ignorantiam, sed per scientiam blasphemare, nobisque ipsis, magistris eorum, hoc tam magnum inportamus exitium, ut propter haereticos capiendos prius efficiamur, quod certum est, dei blasphematores, quo possimus propter eos, quod incertum est, liberandos ueritatis eius esse doctores? 
9	Cum igitur blasphemare deum doceamus nostros, ut eos Priscillianistae credant suos, uideamus, quid mali dicant ipsi, quando propterea mentiuntur, ut eos nostros esse credamus. anathematizant Priscillianum et ad nostrum arbitrium detestantur; dicunt animam creaturam dei esse, non partem; exsecrantur Priscillianistarum falsa martyria; catholicos episcopos, a quibus illa haeresis nudata, oppugnata, prostrata est, magnis efferunt laudibus et cetera huius modi. ecce ipsi uera dicunt, quando mentiuntur, non quo simul possit hoc ipsum uerum esse, quod mendacium est, sed in alio quando mentiuntur, in alio uera dicunt; quando enim nostros se esse mentiuntur, de fide catholica uera dicunt. ac per hoc ipsi, ne Priscillianistae inueniantur, loquuntur mendaciter uera; nos autem, ut eos inueniamus, non solum mendaciter loquimur, ut ad illos pertinere credamur, sed etiam falsa loquimur, quae ad illorum 2 cf. I Tim. 1, 20 1 tradiderit homines L 2 etiam om. Y sathane Y discant y 3 aeruire Y eathane Y ut] et ut T 5 exitum MBl 6 priuseoa om. FL 7 quam Y eos om. T quos L 8 liberandos prius efficiamur blasphemi§ quam ueritatis sqq. FL eius esse om. L 9 deum blasphemare Y 10 priscilliani FL quod M discant FL 12 anathematizent T anathemazaent Ch priscilianum tp nostrom Chl 13 dei esse creaturam Y execrantur TV$14 priscillyanistarum Ch priscilianistarum B prisciillianistarum fl eps Ch 15 est om. V 17 ipsi mentiuntur Y non-mentiuntnr om. V ipsum om. T 18 mendum MCh mentiendum <p alio falsa FL 19 alium uerum <p nero ChT quando-dicunt om. F nostros] de nostro T de nostros Ch 20 edicunt uera V hac Ch ne om. T prisciilianistae ip 21 ut inueniantur (ut 8. I.) T inueniatur P locuntur Tlf 22 illo Ch XXXXI Aug. Sect. V pari III. 31 errorem pertinere cognouimus. itaque illi quando nostri putari uolunt, et falsum est ex parte et uerum est ex parte, quod dicunt — falsum est enim eos nostros esse, uerum est autem animam partem dei non esse — nos uero quando ad eos pertinere putari uolumus, falsum est utrumque, quod dicimus, et Priscillianistas nos esse et animam partem dei esse. itaque illi deum laudant, non blasphemant, quando se occultant; et quando se non occultant, sed sua proferunt, blasphemare se nesciunt. ideo si ad fidem catholicam conuertantur, consolantur semet ipsos, quia possunt dicere, quod apostolus, qui cum inter cetera dixisset: prius fui blasphemus, misericordiam, inquit, consecutus sum, quia ignorans feci. nos contra, ut se nobis aperiant, si hoc quasi iustum mendacium fallendis eis capiendisque proferimus, profecto et ad blasphematores Priscillianistas pertinere nos dicimus et, ut nobis credant, sine excusatione ignorantiae blasphemamus. neque enim catholicus, qui blasphemando uult haereticus credi, potest dicere: ignorans feci. 
10	 Semper, frater, in talibus causis cum timore recolendum est: quicumque me negauerit coram hominibus, negabo eum coram patre meo, qui in caelis est. an uero Christum coram hominibus non negat, qui eum coram Priscillianistis negat, ut eos latentes blasphemo mendacio nudet et capiat? quis autem dubitat, obsecro te, negari Christum, cum, sicuti est uerus, ita non esse dicitur et, sicut eum Priscillianista credit, ita esse dicitur? 11 I Tim. 1, 13 20 Matth. 10, 33 1 errore Ch 2 pr . ex a. I. R 5 utrunque V 6 priAcilianistas 7 illi itaque bd 7 blaphemant V et-occultant om. V 8 cum sua V 9 conuertuntur β 11 inte Ch inter s. Z. R »diiieaet « fuit ? 12 inquitj in quid β om. RV coneequtus V qui R* 13 iutum F 14 eis om . If 15 priscilianistas y 17 qng T que Ch hereticos ChT1 20 quicunque VL negauerit me Fy 21 qui in caelis est om. V 23 negant R blasphemia V mendacii V 24 qui T dubitat om. V te] non V negat V negare TCh 25 sicut. R ita nQŞ 9 26 eumj cum P om. FL priscilianieta R 
