retractationes.1	0	Eo	PRON	pronoun	Case=Abl|Gender=Neut|Number=Sing	is	det	1
retractationes.1	1	tempore	NOUN	noun	Case=Abl|Gender=Neut|Number=Sing	tempus	obl	14
retractationes.1	2	librum	NOUN	noun	Case=Acc|Gender=Masc|Number=Sing	liber	obj	14
retractationes.1	3	de	ADP	preposition		de	case	5
retractationes.1	4	unico	ADJ	adjective	Case=Abl|Gender=Masc|Number=Sing	unicus	amod	5
retractationes.1	5	baptismo	NOUN	noun	Case=Abl|Gender=Masc|Number=Sing	baptismum	obl	14
retractationes.1	6	amicus	NOUN	noun	Case=Nom|Gender=Masc|Number=Sing	amicus	nsubj	14
retractationes.1	7	quidam	DET	adjective	Case=Nom|Gender=Masc|Number=Sing	quidam	det	6
retractationes.1	8	meus	DET	adjective	Case=Nom|Gender=Masc|Number=Sing	meus	det	6
retractationes.1	9	a	ADP	preposition		ab	case	10
retractationes.1	10	nescio	VERB	proper_noun	Mood=Ind|Number=Sing|Person=1|Tense=Pres|VerbForm=Fin|Voice=Act	nescio	obl	14
retractationes.1	11	quo	PRON	pronoun	Case=Abl|Gender=Neut|Number=Sing	qui	obl	14
retractationes.1	12	Donatista	NOUN	noun	Case=Nom|Gender=Masc|Number=Sing	Donatista	nsubj	14
retractationes.1	13	presbytero	NOUN	noun	Case=Abl|Gender=Masc|Number=Sing	presbyter	flat	12
retractationes.1	14	accepit	VERB	verb	Mood=Ind|Number=Sing|Person=3|Tense=Perf|VerbForm=Fin|Voice=Act	accipio	advcl	15
retractationes.1	15	indicante	VERB	verb	Case=Abl|Gender=Masc|Number=Sing|VerbForm=Part|Voice=Act	indico	ROOT	15
retractationes.1	16	,	PUNCT	punc		,	punct	23
retractationes.1	17	quod	SCONJ	conjunction		quod	mark	23
retractationes.1	18	Petilianus	PROPN	proper_noun	Case=Nom|Gender=Masc|Number=Sing	Petilianus	nsubj	23
retractationes.1	19	episcopus	NOUN	noun	Case=Nom|Gender=Masc|Number=Sing	episcopus	appos	18
retractationes.1	20	eorum	PRON	pronoun	Case=Gen|Gender=Masc|Number=Plur|Person=3	is	nmod	18
retractationes.1	21	Coustantiniensis	ADJ	adjective	Case=Nom|Gender=Masc|Number=Sing	Coustantiniensis	amod	18
retractationes.1	22	eum	PRON	pronoun	Case=Acc|Gender=Masc|Number=Sing|Person=3	is	obj	23
retractationes.1	23	scripserit	VERB	verb	Mood=Sub|Number=Sing|Person=3|Tense=Perf|VerbForm=Fin|Voice=Act	scribo	ccomp	15
retractationes.1	24	.	PUNCT	punc		.	punct	15
retractationes.1	25	hunc	DET	adjective	Case=Acc|Gender=Masc|Number=Sing	hic	obj	29
retractationes.1	26	ad	ADP	preposition		ad	case	27
retractationes.1	27	me	PRON	pronoun	Case=Acc|Number=Sing|Person=1	ego	obl:arg	29
retractationes.1	28	ille	DET	adjective	Case=Nom|Gender=Masc|Number=Sing	ille	nsubj	29
retractationes.1	29	adtulit	VERB	verb	Mood=Ind|Number=Sing|Person=3|Tense=Perf|VerbForm=Fin|Voice=Act	adfero	ROOT	29
retractationes.1	30	ac	CCONJ	conjunction		atque	cc	37
retractationes.1	31	uehementer	ADV	adverb		uehementer	advmod	37
retractationes.1	32	,	PUNCT	punc		,	punct	31
retractationes.1	33	ut	SCONJ	conjunction		ut	mark	35
retractationes.1	34	ei	PRON	pronoun	Case=Dat|Gender=Masc|Number=Sing|Person=3	is	obl:arg	35
retractationes.1	35	responderem	VERB	verb	Mood=Sub|Number=Sing|Person=1|Tense=Imp|VerbForm=Fin|Voice=Act	respondeo	ccomp	37
retractationes.1	36	,	PUNCT	punc		,	punct	35
retractationes.1	37	rogauit	VERB	verb	Mood=Ind|Number=Sing|Person=3|Tense=Perf|VerbForm=Fin|Voice=Act	rogo	conj	29
retractationes.1	38	.	PUNCT	punc		.	punct	29
retractationes.1	39	librum	NOUN	noun	Case=Acc|Gender=Masc|Number=Sing	liber	obj	50
