1	0	Spes	NOUN	noun	Case=Nom|Gender=Fem|Number=Sing	spes	ROOT	0
1	1	,	PUNCT	punc		,	punct	2
1	2	deus	NOUN	noun	Case=Nom|Gender=Masc|Number=Sing	deus	conj	0
1	3	,	PUNCT	punc		,	punct	6
1	4	aeternae	ADJ	adjective	Case=Gen|Gender=Fem|Number=Sing	aeternus	amod	5
1	5	stationis	NOUN	noun	Case=Gen|Gender=Fem|Number=Sing	statio	nmod	6
1	6	conciliator	NOUN	noun	Case=Nom|Gender=Masc|Number=Sing	conciliator	appos	2
1	7	:	PUNCT	punc		:	punct	0
2	0	si	SCONJ	conjunction		si	mark	4
2	1	castis	ADJ	noun	Case=Abl|Gender=Fem|Number=Plur	castus	amod	2
2	2	precibus	NOUN	noun	Case=Abl|Gender=Fem|Number=Plur	prex	obl	4
2	3	veniales	ADJ	adjective	Case=Nom|Gender=Fem|Number=Plur	uenialis	amod	2
2	4	invigilamus	VERB	verb	Mood=Ind|Number=Plur|Person=1|Tense=Pres|VerbForm=Fin|Voice=Act	inuigilo	ROOT	4
2	5	,	PUNCT	punc		,	punct	4
3	0	his	DET	adjective	Case=Dat|Gender=Neut|Number=Plur	hic	obl:arg	6
3	1	,	PUNCT	punc		,	punct	2
3	2	pater	NOUN	noun	Case=Nom|Gender=Masc|Number=Sing	pater	appos	0
3	3	,	PUNCT	punc		,	punct	2
3	4	oratis	VERB	verb	Case=Dat|Gender=Neut|Number=Plur|VerbForm=Part|Voice=Pass	oro	obj	6
3	5	placabilis	ADJ	adjective	Case=Abl|Gender=Neut|Number=Plur	placabilis	amod	4
3	6	adstipulare	VERB	verb	Tense=Pres|VerbForm=Inf|Voice=Act	adstipulo	ROOT	6
3	7	.	PUNCT	punc		.	punct	6
4	0	Da	VERB	verb	Mood=Imp|Number=Sing|Person=2|Tense=Pres|VerbForm=Fin|Voice=Act	Do	advcl	4
4	1	,	PUNCT	punc		,	punct	2
4	2	Christe	ADJ	adjective	Case=Voc|Gender=Masc|Number=Sing	Christus	vocative	0
4	3	,	PUNCT	punc		,	punct	0
4	4	specimen	NOUN	noun	Case=Acc|Gender=Neut|Number=Sing	specimen	ROOT	4
4	5	cognoscier	ADV	adverb		cognoscier	advmod	6
4	6	inreprehensum	VERB	verb	Case=Acc|Gender=Neut|Number=Sing|VerbForm=Part|Voice=Pass	inreprehensus	acl	4
4	7	,	PUNCT	punc		,	punct	4
5	0	rex	NOUN	noun	Case=Nom|Gender=Masc|Number=Sing	rex	ROOT	0
5	1	bone	ADJ	adjective	Case=Gen|Gender=Fem|Number=Sing	bonus	nmod	0
5	2	,	PUNCT	punc		,	punct	5
5	3	cultorum	ADJ	adjective	Case=Gen|Gender=Masc|Number=Plur	cultor	nmod	4
5	4	famulantum	NOUN	verb	Case=Gen|Gender=Masc|Number=Plur	famulantum	nmod	5
5	5	vivificator	NOUN	noun	Case=Nom|Gender=Masc|Number=Sing	uiuifico	conj	0
5	6	.	PUNCT	punc		.	punct	0
6	0	cum	ADP	ADP		cum	case	1
6	1	patre	NOUN	noun	Case=Abl|Gender=Masc|Number=Sing	pater	ROOT	1
6	2	maiestas	NOUN	noun	Case=Nom|Gender=Fem|Number=Sing	maiestas	appos	1
6	3	altissima	ADJ	adjective	Case=Nom|Gender=Fem|Number=Sing	altissimus	amod	2
6	4	,	PUNCT	punc		,	punct	6
6	5	non	PART	particle		non	advmod:neg	6
6	6	generate	VERB	verb	Mood=Imp|Number=Plur|Person=2|Tense=Pres|VerbForm=Fin|Voice=Act	genero	conj	2
6	7	.	PUNCT	punc		.	punct	1
7	0	Da	ADP	preposition		Da	case	2
7	1	trinum	NOUN	adjective	Case=Acc|Gender=Neut|Number=Sing	trinus	nmod	2
7	2	columen	NOUN	noun	Case=Acc|Gender=Neut|Number=Sing	columen	obl	4
7	3	paraclito	NOUN	noun	Case=Abl|Gender=Masc|Number=Sing	paraclitus	nsubj	4
7	4	consociante	VERB	verb	Case=Abl|Gender=Masc|Number=Sing|VerbForm=Part|Voice=Act	consocio	ROOT	4
7	5	,	PUNCT	punc		,	punct	4
8	0	ut	SCONJ	conjunction		ut	mark	4
8	1	longum	ADJ	adjective	Case=Nom|Gender=Neut|Number=Sing	longus	advcl:pred	4
8	2	celebris	ADJ	adjective	Case=Nom|Gender=Fem|Number=Sing	celebris	amod	3
8	3	devotio	NOUN	noun	Case=Nom|Gender=Fem|Number=Sing	deuotio	nsubj:pass	4
8	4	continuetur	VERB	verb	Mood=Sub|Number=Sing|Person=3|Tense=Pres|VerbForm=Fin|Voice=Pass	continuo	ROOT	4
8	5	:	PUNCT	punc		:	punct	4
9	0	ad	ADP	preposition		ad	case	1
9	1	temet	VERB	verb	Mood=Ind|Number=Sing|Person=3|Tense=Pres|VerbForm=Fin|Voice=Act	temet	obl	2
9	2	properant	VERB	verb	Mood=Sub|Number=Plur|Person=3|Tense=Pres|VerbForm=Fin|Voice=Act	propero	ROOT	2
9	3	vigilatum	VERB	verb	Case=Nom|Gender=Neut|Number=Sing|VerbForm=Part|Voice=Pass	uigilatus	xcomp	2
9	4	convenienter	ADV	adverb		conuenienter	advmod	3
9	5	.	PUNCT	punc		.	punct	2
10	0	Nox	NOUN	noun	Case=Nom|Gender=Fem|Number=Sing	nox	nsubj	2
10	1	lucem	NOUN	noun	Case=Acc|Gender=Fem|Number=Sing	lux	obj	2
10	2	revehet	VERB	verb	Mood=Ind|Number=Sing|Person=3|Tense=Fut|VerbForm=Fin|Voice=Act	reueho	ROOT	2
10	3	funalibus	ADJ	noun	Case=Dat|Gender=Neut|Number=Plur	funalis	obl	4
10	4	anteferendam	VERB	verb	Case=Acc|Gender=Fem|Mood=Gdv|Number=Sing|Tense=Fut|VerbForm=Part|Voice=Pass	anteferendus	advcl	2
10	5	,	PUNCT	punc		,	punct	2
11	0	nox	NOUN	noun	Case=Nom|Gender=Fem|Number=Sing	nox	ROOT	0
11	1	lumen	NOUN	noun	Case=Nom|Gender=Neut|Number=Sing	lumen	nmod	0
11	2	pariens	VERB	verb	Case=Nom|Gender=Neut|Number=Sing|VerbForm=Part|Voice=Act	pario	acl	1
11	3	credentibus	VERB	verb	Case=Dat|Gender=Masc|Number=Plur|VerbForm=Part|Voice=Act	credo	advcl	0
11	4	indubitatum	VERB	verb	Case=Nom|Gender=Neut|Number=Sing|VerbForm=Part|Voice=Pass	indubito	ccomp	3
11	5	,	PUNCT	punc		,	punct	0
12	0	nox	NOUN	noun	Case=Nom|Gender=Fem|Number=Sing	nox	nsubj	3
12	1	flammis	NOUN	noun	Case=Abl|Gender=Fem|Number=Plur	flamma	obl	3
12	2	operum	NOUN	noun	Case=Gen|Gender=Neut|Number=Plur	opus	nmod	1
12	3	meditatrix	NOUN	adjective	Case=Nom|Gender=Fem|Number=Sing	meditatrix	ROOT	3
12	4	sidereorum	ADJ	adjective	Case=Gen|Gender=Neut|Number=Plur	sidereus	dep	3
12	5	.	PUNCT	punc		.	punct	3
13	0	Tu	PRON	pronoun	Case=Nom|Gender=Masc|Number=Sing|Person=2	tu	nsubj	2
13	1	mensis	NOUN	noun	Case=Gen|Gender=Masc|Number=Sing	mensis	nmod	3
13	2	dirimis	VERB	verb	Mood=Ind|Number=Sing|Person=2|Tense=Pres|VerbForm=Fin|Voice=Act	dirimo	ROOT	2
13	3	ieiunia	NOUN	noun	Case=Acc|Gender=Neut|Number=Plur	ieiunium	obj	2
13	4	relligiosa	ADJ	adjective	Case=Acc|Gender=Neut|Number=Plur	relligiosa	amod	3
13	5	,	PUNCT	punc		,	punct	2
14	0	tu	PRON	pronoun	Case=Nom|Number=Sing|Person=2	tu	nsubj	4
14	1	bona	ADJ	adjective	Case=Acc|Gender=Neut|Number=Plur	bonus	obj	2
14	2	promittens	VERB	verb	Case=Nom|Gender=Masc|Number=Sing|VerbForm=Part|Voice=Act	promitto	advcl	4
14	3	surgentia	NOUN	verb	Case=Abl|Gender=Fem|Number=Sing	surgo	obl	4
14	4	concelebraris	VERB	verb	Mood=Ind|Number=Sing|Person=2|Tense=Pres|VerbForm=Fin|Voice=Pass	concelebro	ROOT	4
14	5	:	PUNCT	punc		:	punct	4
15	0	da	VERB	verb	Mood=Imp|Number=Sing|Person=2|Tense=Pres|VerbForm=Fin|Voice=Act	do	ROOT	0
15	1	,	PUNCT	punc		,	punct	2
15	2	rector	NOUN	noun	Case=Nom|Gender=Masc|Number=Sing	rector	vocative	0
15	3	,	PUNCT	punc		,	punct	0
15	4	modicos	ADJ	adjective	Case=Acc|Gender=Masc|Number=Plur	modicus	case	0
15	5	effarier	VERB	verb	Mood=Sub|Number=Sing|Person=1|Tense=Pres|VerbForm=Fin|Voice=Pass	effarier	conj	0
15	6	omnipotentem	ADJ	adjective	Case=Acc|Gender=Masc|Number=Sing	omnipotens	obj	5
15	7	.	PUNCT	punc		.	punct	0
16	0	Fons	NOUN	noun	Case=Nom|Gender=Masc|Number=Sing	fons	nsubj	2
