1.1	0	princeps	NOUN	noun	Case=Nom|Gender=Masc|Number=Sing	princeps	ROOT	0
1.1	1	corusco	ADJ	adjective	Case=Abl|Gender=Neut|Number=Sing	corusco	amod	2
1.1	2	sidere	NOUN	noun	Case=Abl|Gender=Neut|Number=Sing	sidus	obl	3
1.1	3	pulclirior	ADJ	adjective	Case=Nom|Gender=Masc|Number=Sing	pulclirior	flat	0
1.1	4	,	PUNCT	punc		,	punct	0
1.2	0	Parthis	ADJ	proper_noun	Case=Abl|Gender=Fem|Number=Plur	Parthus	obl	2
1.2	1	sagittas	NOUN	noun	Case=Acc|Gender=Fem|Number=Plur	sagitta	obj	2
1.2	2	tendere	VERB	verb	Tense=Pres|VerbForm=Inf|Voice=Act	tendo	ROOT	2
1.2	3	doctior	ADJ	adjective	Case=Nom|Gender=Fem|Number=Sing	doctus	advcl:pred	2
1.2	4	,	PUNCT	punc		,	punct	2
1.3	0	eques	NOUN	noun	Case=Nom|Gender=Masc|Number=Sing	eques	nsubj	2
1.3	1	Gelonis	PROPN	proper_noun	Case=Gen|Gender=Masc|Number=Sing	Gelonis	nmod	0
1.3	2	imperiosior	ADJ	adjective	Case=Nom|Gender=Masc|Number=Sing	imperiosus	ROOT	2
1.3	3	,	PUNCT	punc		,	punct	2
1.4	0	quae	PRON	pronoun	Case=Nom|Gender=Fem|Number=Sing	quae	det	1
1.4	1	digna	ADJ	adjective	Case=Nom|Gender=Fem|Number=Sing	dignus	amod	3
1.4	2	mentis	NOUN	noun	Case=Gen|Gender=Fem|Number=Sing	mens	nmod	3
1.4	3	laus	NOUN	noun	Case=Nom|Gender=Fem|Number=Sing	laus	nsubj	5
1.4	4	erit	AUX	verb	Mood=Ind|Number=Sing|Person=3|Tense=Fut|VerbForm=Fin	sum	cop	5
1.4	5	arduae	NOUN	adjective	Case=Gen|Gender=Fem|Number=Sing	arduus	ROOT	5
1.4	6	?	PUNCT	punc		?	punct	5
1.5	0	quae	PRON	pronoun	Case=Nom|Gender=Fem|Number=Sing	quae	det	1
1.5	1	digna	ADJ	adjective	Case=Nom|Gender=Fem|Number=Sing	dignus	amod	3
1.5	2	formae	NOUN	noun	Case=Gen|Gender=Fem|Number=Sing	forma	obl:arg	1
1.5	3	laus	NOUN	noun	Case=Nom|Gender=Fem|Number=Sing	laus	ROOT	3
